"Name","Address","Description","Longitude","Latitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID","","","",
"Chevillard, J.: Dictionnaire héraldique contenant les armes et blazons des princes, prélats, grands officiers de la couronne et de la maison du roy, des officiers del'épée, de la robe, et des finaces .... Paris 1723.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Fe 120","2.333333","48.866667","1723","","","7008038","","","",
"Pierre Bayle: Pensées Diverses, Ecrites à un Docteur De Sorbonne, A l'occasion de la Comete qui parut au mois de Decembre 1680. Rotterdam 1704.","Rotterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ne 11","4.5","51.916667","1704","","","7006792","","","",
"Dominique Bouhours: Remarques Nouvelles Sur La Langue Francoise. Paris 1676.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Kl 46","2.333333","48.866667","1676","","","7008038","","","",
"Vignier, Benjamin: La Morale de la nature. Paris 1676.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3631","2.333333","48.866667","1676","","","7008038","","","",
"Jean Frédéric Bernard: Reflexions Morales, Satiriques, Et Comiques. Lüttich 1733.","Lüttich","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 390","5.5","50.5","1733","","","7003460","","","",
"Villiers, Pierre de Bourdeille: Reflexions Sur Les Defauts D'Autrui. Berlin 1695.","Berlin","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3650","13.4167","52.5","1695","","","7003670","","","",
"Pierre De Villiers: Reflexions Sur Les Defauts D'Autruy. Amsterdam 1695.","Amsterdam","","4.916667","52.35","1695","","","7006952","","","",
"Eudes, de l'Arche: L'Homme d'un livre, ou bibliothéque entiére dans un seul petit livre fait expres, pour les personnes d'esprit. Leiden 1718.","Leiden","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Da 289","4.5","52.15","1718","","","7006809","","","",
"Sieur Le Gallois: Traitté Historique Des Plus Belles Bibliothéques De L'Europe. Paris 1680.","Paris","","2.333333","48.866667","1680","","","7008038","","","",
"François Hédelin, abbé d'Aubignac: Dissertation Svr La Condemnation Des Theatres. Paris 1666.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ul 138","2.333333","48.866667","1666","","","7008038","","","",
"René Antoine Ferchault de Réaumur: Mémoires pour servir à l'histoire des insectes. Amsterdam 1737.","Amsterdam","","4.916667","52.35","1737","","","7006952","","","",
"Jakob Friedrich von Bielfeld: nstitutions Politiques. Den Haag 1760.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Sf 4° 20","4.3","52.083333","1760","","","7006810","","","",
"Voltaire: Oeuvres De Mr. De Voltaire. Dresden 1748.","Dresden","","14.083333","51.166667","1748","","","7003721","","","",
"Voltaire: Voltariana ou Eloges amphigouriques .... Paris 1748.","Paris","","2.333333","48.866667","1748","","","7008038","","","",
"Voltaire: Elémens De La Philosophie De Neuton. Amsterdam 1738.","Amsterdam","","4.916667","52.35","1738","","","7006952","","","",
"César-Pierre Richelet: Dictionaire de rimes dans un nouvel ordre. Paris 1702.","Paris","","2.333333","48.866667","1702","","","7008038","","","",
"Les devoirs de l'homme, et du citoien, tels qu'ils lui sont prescrits par la loi naturelle$htraduits du latin de feu Mr. le baron de Pufendorf, par Jean Barbeyrac. Amsterdam 1718.","Amsterdam","","4.916667","52.35","1718","","","7006952","","","",
"David Renaud Boullier: Essai philosophique sur l'Ã¢me des bÃªtes, ou l'on traite de son existence et de sa nature ... ou l'on réfute diverses objections de Mr. Bayle. Amsterdam 1728.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 579","4.916667","52.35","1728","","","7006952","","","",
"Christian Wolff: La Logique, ou Réflexions sur les forces de l'entendement humain, et sur leur légitime usage, dans la connoissance de la vérité. Lausanne 1744.","Lausanne","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Li 9936","6.666667","46.533333","1744","","","7007299","","","",
"Jean Des Champs: Cours Abrégé De La Philosophie Wolffienne. Amsterdam 1743.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Li 9964","4.916667","52.35","1743","","","7006952","","","",
"Virgil: Les Géorgiques. Paris 1711.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lh 2535","2.333333","48.866667","1711","","","7008038","","","",
"François Fénelon: Les Avantures de Telemaque, fils d'Ulysse. Rotterdam 1725.","Rotterdam","","4.5","51.916667","1725","","","7006792","","","",
"Anne-Thérèse de Marguenat de Courcelles: Oeuvres De Madame La Marquise De Lambert. Amsterdam 1748.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2018","4.916667","52.35","1748","","","7006952","","","",
"CamÃµes, Luiz: La Lusiade Du Camoens. Paris 1735.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ll 261","2.333333","48.866667","1735","","","7008038","","","",
"Francesco Algarotti: Le Newtonianisme Pour Les Dames, Ou Entretiens Sur La Lumiere, Sur Les Couleurs, Et Sur L'Attraction. Amsterdam 1741.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Nc 393","4.916667","52.35","1741","","","7006952","","","",
"Antoine-Augustin Bruzen de La Martinière: Introduction générale à l'étude des sciences et des belles lettres, en faveur des personnes qui ne savent que le francois. Den Haag 1731.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Pb 195","4.3","52.083333","1731","","","7006810","","","",
"Jean-Baptiste-Louis Gresset: Les Oeuvres De Mr. Gresset. Amsterdam 1748.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1654","4.916667","52.35","1748","","","7006952","","","",
"Nicolas Malebranche: De la Recherche de la verité. Paris 1749.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2351","2.333333","48.866667","1749","","","7008038","","","",
"Félix de Juvenel de Carlencas: Essais sur l'histoire des belles lettres, des Sciences & des Arts. Lyon 1740.","Lyon","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ea 366","4.846711","45.748457","1740","","","7008772","","","",
"Roger de Piles: Cours De Peinture Par Principes. Paris 1708.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ug 164","2.333333","48.866667","1708","","","7008038","","","",
"John Milton: Le paradis perdu de Milton. Paris 1729.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lq 636","2.333333","48.866667","1729","","","7008038","","","",
"Gilbert-Charles Le Gendre: Traité De L'Opinion, Ou Memoires Pour Servir A L'Histoire De L'Esprit Humain. Paris 1733.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2150","2.333333","48.866667","1733","","","7008038","","","",
"Charles Rollin: De La Maniere D'Enseigner Et D'Etudier Les Belles Lettres, Par raport à l'esprit & au coeur. Paris 1726.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ea 575","2.333333","48.866667","1726","","","7008038","","","",
"Charles-François-Nicolas Le Maître de Claville: Traité Du Vrai Merite De L'Homme. Den Haag 1738.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2164","4.3","52.083333","1738","","","7006810","","","",
"Le mentor moderne, ou discours sur le moeurs du siècle. Den Haag 1723.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lq 420","4.3","52.083333","1723","","","7006810","","","",
"Louis-Jean Lévesque de Pouilly: Théorie des sentimens agréables, ou, aprés avoir indiqué les régles que le nature suit dans la distribution du plaisir .... Paris 1749.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2273f","2.333333","48.866667","1749","","","7008038","","","",
"Guillaume-Hyacinthe Bougeant: Amusement philosophique sur le langage des bÃªtes. Den Haag 1739.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm Sammelbd 41 (1)","4.3","52.083333","1739","","","7006810","","","",
"Blaise Pascal: Pensées sur la religion et sur quelques autres sujets. Amsterdam 1712.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2773","4.916667","52.35","1712","","","7006952","","","",
"Jean de La Fontaine: Fables choisies, mises en vers. Paris 1729.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1973","2.333333","48.866667","1729","","","7008038","","","",
"Christian Wolff: Logique, Ou Réflexions Sur Les Forces De L'Entendement Humain, Et Sur Leur Legitime Usage, Dans La Connoissance De La Verite. Berlin 1736.","Berlin","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Li 9935","13.4167","52.5","1736","","","7003670","","","",
"Nicolas Boileau-Despréaux: Oeuvres De Nicolas Boileau Despreaux. Den Haag 1729.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 453","4.3","52.083333","1729","","","7006810","","","",
"Jean-Antoine Nollet: Leçons De Physique Expérimentale. Amsterdam 1745.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Nc 301","4.916667","52.35","1745","","","7006952","","","",
"Noël-Antoine Pluche: Contenant ce qui regarde les Animaux et les Plantes. Paris 1741.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Na 224","2.333333","48.866667","1741","","","7008038","","","",
"Alexander Pope: Oeuvres Diverses. Amsterdam 1749.","Amsterdam","","4.916667","52.35","1749","","","7006952","","","",
"Jean-Baptiste Rousseau: Oeuvres. Brüssel 1743.","Brüssel","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3110","4.333333","50.833333","1743","","","7007868","","","",
"Ludovico Ariosto: Roland Furieux. Den Haag 1741.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lk 71","4.3","52.083333","1741","","","7006810","","","",
"Esprit Fléchier: Panégyriques et autres sermons. Paris 1711.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1433","2.333333","48.866667","1711","","","7008038","","","",
"Esprit Fléchier: Recueil des oraisons funébres. Paris 1716.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1428","2.333333","48.866667","1716","","","7008038","","","",
"Willem 's Gravesande: Introduction à la philosophie, contenant la métaphysique, et la logique. Leiden 1737.","Leiden","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Li 2968","4.5","52.15","1737","","","7006809","","","",
"Torquato Tasso: Jérusalem délivrée. Paris 1736.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lk 780","2.333333","48.866667","1736","","","7008038","","","",
"André-François Deslandes: Histoire critique de la Philosophie, oÃ¹ l'on traite de son origine, de ses progrés, et des diverses revolutions qui lui sont arrivées jusqu'à notre tems. London 1742.","London","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Va 58","-.093689","51.514125","1742","","","7011798","","","",
"Alexander Pope: Oeuvres Diverses De Pope. Amsterdam 1754.","Amsterdam","","4.916667","52.35","1754","","","7006952","","","",
"Gabriel-Henri Gaillard: Poëtique françoise, à l'usage des dames. Paris 1749.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Um 99","2.333333","48.866667","1749","","","7008038","","","",
"Erasmus: L'éloge de la folie, composé en forme de déclamation. Amsterdam 1728.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Li 2211","4.916667","52.35","1728","","","7006952","","","",
"Frederick II of Prussia: Anti-Machiavel Ou Essai De Critique Sur Le Prince De Machiavel. Göttingen 1741.","Göttingen","","9.933333","51.533333","1741","","","7005246","","","",
"François Fénelon: Demonstration De L'Existence De Dieu, Tirée De La Connoissance De La Nature, Et Proportionnée A La Foible Intelligence Des Plus Simples. Jena 1748.","Jena","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Te 389","11.583333","50.933333","1748","","","7005973","","","",
"William Warburton: Dissertations sur l'union de la religion, de la morale, et de la politique. Den Haag 1742.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Sf 262","4.3","52.083333","1742","","","7006810","","","",
"N. Dupuy La Chapelle: Mythologie, Ov L'Histoire Des Dieux, Des Demi-Dieux, Et Des Plus Illustres Heros De L'Antiquité Payenne. Paris 1731.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ho 80","2.333333","48.866667","1731","","","7008038","","","",
"Jean-Baptiste Descamps: La Vie Des Peintres Flamands, Allemands et Hollandois. Paris 1753.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Da 102","2.333333","48.866667","1753","","","7008038","","","",
"Roger de Piles: Abregé De La Vie Des Peintres. Paris 1715.","Paris","","2.333333","48.866667","1715","","","7008038","","","",
"John Locke: De l'éducation des enfans. Amsterdam 1733.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Pa 236 (1)","4.916667","52.35","1733","","","7006952","","","",
"Louis Racine: La Religion et la grace. Amsterdam 1744.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2980","4.916667","52.35","1744","","","7006952","","","",
"François-Vincent Toussaint: Les Moeurs. Amsterdam 1750.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3553","4.916667","52.35","1750","","","7006952","","","",
"François Fénelon: Dialogues des morts anciens et modernes, avec quelques fables. Paris 1718.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1395","2.333333","48.866667","1718","","","7008038","","","",
"Bernard Le Bovier de Fontenelle: Oeuvres diverses De Fontenelle. Amsterdam 1716.","Amsterdam","","4.916667","52.35","1716","","","7006952","","","",
"Johann Heinrich Samuel Formey: La Belle Wolfienne. Den Haag 1741.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Li 9965","4.3","52.083333","1741","","","7006810","","","",
"Charles-Claude Genest: Principes De Philosophie, Ou Preuves Naturelles De L'Existence De Dieu Et De L'Immortalite' De L'Ame. Amsterdam 1717.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1558","4.916667","52.35","1717","","","7006952","","","",
"Laurent Bordelon: Theatre philosophique sur lequel on represente par des Dialogues dans les Champs Elis'ees les philosophes anciens & modernes ... augm. des femmes philosophes. Paris 1693.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Va 24","2.333333","48.866667","1693","","","7008038","","","",
"Jean de La Fontaine: Oeuvres diverses de de La Fontaine. Den Haag 1729.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1955","4.3","52.083333","1729","","","7006810","","","",
"André Félibien: Entretiens Sur Les Vies Et Sur Les Ouvrages Des Plus Excellens Peintres Anciens Et Modernes. Amsterdam 1706.","Amsterdam","","4.916667","52.35","1706","","","7006952","","","",
"Jean-François Félibien: Recueil Historique De La Vie Et Des Ouvrages Des Plus Celebres Architectes. Amsterdam 1706.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: QuN 683.1 (1)","4.916667","52.35","1706","","","7006952","","","",
"Antoine Banier: Explication Historique Des Fables, Ou L'On Découvre Leur Origine & leur conformité avec l'Histoire ancienne. Paris 1715.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ho 12","2.333333","48.866667","1715","","","7008038","","","",
"François-Antoine Pomey: Methode Pour Apprendre L'Histoire Des Faux Dieux De L'Antiquite Ou Le Pantheon Mytyque. Paris 1715.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ho 208","2.333333","48.866667","1715","","","7008038","","","",
"Adrien Baillet: La Vie De Mr. Des-Cartes. Paris 1693.","Paris","","2.333333","48.866667","1693","","","7008038","","","",
"Paul Scarron: Les Oeuvres De Monsieur Scarron. Amsterdam 1712.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3307","4.916667","52.35","1712","","","7006952","","","",
"Daniel Defoe: Histoire Du Diable. Amsterdam 1729.","Amsterdam","","4.916667","52.35","1729","","","7006952","","","",
"Luigi Riccoboni: Observations sur la comédie et sur le génie de Moliére. Paris 1736.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3047","2.333333","48.866667","1736","","","7008038","","","",
"Charles Batteux: Les beaux arts réduits à un mÃªme principe. Paris 1747.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ua 2","2.333333","48.866667","1747","","","7008038","","","",
"Diversitéz Curieuses Pour Servir De Recreation A L'Esprit. Amsterdam 1699.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 4010","4.916667","52.35","1699","","","7006952","","","",
"Jonathan Swift: Voyages Du Capitaine Lemuel Gulliver, En Divers Pays Eloignez. Den Haag 1727.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lq 1081.1","4.3","52.083333","1727","","","7006810","","","",
"Pierre Desfontaines: Le Nouveau Gulliver, Ou Voyage De Jean Gulliver, Fils Du Capitaine Gulliver. Amsterdam 1730.","Amsterdam","","4.916667","52.35","1730","","","7006952","","","",
"Galien, ...: Apologie Des Dames Appuyée Sur L'Histoire. Paris 1737.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1531a","2.333333","48.866667","1737","","","7008038","","","",
"Cesare Ripa: Iconologie Ou La Science Des Emblemes Devises, [et]c.. Amsterdam 1698.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Uk 81 (1)","4.916667","52.35","1698","","","7006952","","","",
"François-Séraphin Régnier-Desmarais: Traité de la grammaire françoise. Amsterdam 1707.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Kl 195","4.916667","52.35","1707","","","7006952","","","",
"Antoine-Augustin Bruzen de La Martinière: Nouveau Recueil des epigrammatistes françois, anciens et modernes :conteneat ce qui s'est fait de plus excellent dans le Genre de l'Epigramme, du Madrigal, du Sonnet, du Rondeau & des Petits Contes en Vers, depuis Marot jusqu'à Present ; avec la vie des auteurs, des notes hiostoriques et critiques .... Amsterdam 1720.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2016a (1)","4.916667","52.35","1720","","","7006952","","","",
"César Vichard de Saint-Réal: Oeuvres De Mr. L'Abbé De Saint-Réal. Den Haag 1722.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3245","4.3","52.083333","1722","","","7006810","","","",
"Bernard Le Bovier de Fontenelle: Oeuvres Diverses De M. De Fontenelle, De l'Academie Françoise. Den Haag 1724.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1473","4.3","52.083333","1724","","","7006810","","","",
"Jacques Joseph Duguet: Institution D'Un Prince; Ou Traité Des Qualitez Des Vertus Et Des Devoirs D'Un Souverain. Leiden 1739.","Leiden","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Sf 686","4.5","52.15","1739","","","7006809","","","",
"Jean Galli de Bibiena: La Poupée. Amsterdam 1748.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1532a","4.916667","52.35","1748","","","7006952","","","",
"Varennes, Jacques Philippe de: Les Amusemens de l'amitié rendus utiles et intéressans. Amsterdam 1729.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3585","4.916667","52.35","1729","","","7006952","","","",
"Étienne Pavillon: Oeuvres. Den Haag 1721.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2802","4.3","52.083333","1721","","","7006810","","","",
"L'Observateur poligraphique. Amsterdam 1736.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm Sammelbd 71 (1)","4.916667","52.35","1736","","","7006952","","","",
"Pierre Coustel: Sentimens de l'église & des SS. péres. Pour servir de decision sur la comédie et les comédiens. Opposez àceux de la lettre qui a parÃ» sur ce sujet depuis quelques mois. Paris 1694.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ul 45","2.333333","48.866667","1694","","","7008038","","","",
"Boileau Aux Prises Avec Les Jesuites. Köln 1706.","Köln","","6.6667","50.9333","1706","","","1003171","","","",
"Jean Baptiste Renoult: Les Avantures de la Madona et de François d'Assise. Amsterdam 1701.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3025","4.916667","52.35","1701","","","7006952","","","",
"Michel de Pure: Idée des spectacles anciens et nouveaux. Paris 1668.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ul 139","2.333333","48.866667","1668","","","7008038","","","",
"Bonaventure des Périers: Cymbalum Mundi, Ou Dialogues Satyriques Sur differens Sujets. Amsterdam 1732.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1084","4.916667","52.35","1732","","","7006952","","","",
"Vassetz abbé: Traité du mérite. Den Haag 1704.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: QuN 899a (1)","4.3","52.083333","1704","","","7006810","","","",
"Jean-François Senault: De l'Usage des passions. Lyon 1652.","Lyon","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3389","4.846711","45.748457","1652","","","7008772","","","",
"Laurent Bordelon: Caracteres Naturels Des Hommes. Den Haag 1692.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 524 (1)","4.3","52.083333","1692","","","7006810","","","",
"La Faye, Pierre de: Entretiens historiques sur le christianisme de l'empereur Philippe .... Utrecht 1692.","Utrecht","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gg 378","5.25","52","1692","","","7003627","","","",
"Antoine Furetière: Dictionnaire Universel. Den Haag 1727.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Kb 2° 32","4.3","52.083333","1727","","","7006810","","","",
"Gilles Ménage: Dictionaire Etymologique, Ou Origines De La Langue Françoise. Paris 1694.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Kb 2° 33","2.333333","48.866667","1694","","","7008038","","","",
