id;pageCat;imageCat;numberCat;itemInVolume;titleCat;titleBib;titleNormalized;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;place1;place2;publishers;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
1294;230;262;[36];;"Oeuvres de M. de la Chapelle, Par. 1683. """;Les Oeuvres de Monsieur de La Chapelle;;Jean de La Chapelle#100170528m;;;;;;;;Paris#getty7008038;;;1699;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;151385076;Herzog August Bibliothek Wolfenbüttel;M: Lm 1915;;;;;;;;;;;M: Lm 1915
885;96;122;199-202;;Oeuvres diverses de Mr de la Fontaine. Haie 1729. T. I II. III. IV. ;Oeuvres diverses de de La Fontaine;;Jean de La Fontaine#11856868Xm;;;;;;;;Den Haag#getty7006810;;;1729;8°;Arm. VII, (f) 6. rang, in Octav;Literatur ; Französische Literatur;Druck;fre;GBV;151530270;Herzog August Bibliothek Wolfenbüttel;M: Lm 1955;;;;;;;;;[gestr. VII c 89-72];;M: Lm 1955
855;93;119;139-141;;Fables choisies, par M. de la Fontaine, Par. 1729. T. I. II. III. ;Fables choisies, mises en vers;;Jean de La Fontaine#11856868Xm;;;;;;;;Paris#getty7008038;;;1729;8°;Arm. VII, (e) 5. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151530688;Herzog August Bibliothek Wolfenbüttel;M: Lm 1973;;;;;;;;;;;M: Lm 1973:1
948;102;130;29;;Oeuvres posthumes de Mr de la Fontaine. Par. 1696. ;Les Oeuvres Postumes De Monsieur De La Fontaine;;Jean de La Fontaine#11856868Xm;;;;Madame Ulrich#102171027X;Louis-François Servien#1212817656;;;Paris#getty7008038;;;1696;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151530580;;;;;;;;;;;;;M: Lm 1969 (3)
1292;230;262;[34];;"Pieces de theatre, de Mr de la Fontaine, Haie 1702. """;Pieces de théatre,;;Jean de La Fontaine#11856868Xm;;;;;;;;Den Haag#getty7006810;;;1702;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;151530262;;;;;;;;;;;;;M: Lm 1954
633;70;88;171;;Voiage de l'Arabie heureuse Amst. 1716. ;Voyage de l'Arabie Heureuse, par l'Ocean Oriental, & le Détroit de la Mer Rouge, Fait par les François pour la premiere fois, dans les années 1708, 1709 & 1710;;Jean de la Roque#132984245;;;;;;;;Amsterdam#getty7006952;;;1716;8°;Arm. V, (f) 6. rang, in octav.;Geschichte ; Asien;Druck;fre;GBV;151033420;;;;;;;;;;;;;M: Gv 463
462;51;65;141;;Les avantures de Pomponius Chev. Rom. ou hist. de notre tems. Rome 1724. ;Les Avantures De Pomponius, Chevalier Romain, Ou L'Histoire De notre Tems;;Jean de Labadie#118938096m;;;;Antoine François Prévost d'Exilles#118596462;;;;Rom#getty7000874;;;1724;8°;Arm. IV, (e) 5. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151379793;Herzog August Bibliothek Wolfenbüttel;M: Lm 1858a;;;;;;;;;;;M: Lm 1858a, M: Lm 1858b
39;5;13;122;;Vie de Charles Duc de Lorraine, Amst. 1691. ;La Vie De Charles V Duc De Lorraine Et De Bar, Généralissime des Troupes Impériales;;Jean de Labrune#129031097;;;;Karl Lothringen, Herzog#118720902;;;;Amsterdam#getty7006952;;;1691;8°;Arm. I, (e) 5. rang, in octav.;Geschichte ; Frankreich;Druck;fre;GBV;14091787X;;;;;;;;;;;;;M: Gk 1015
335;38;50;145;;Mem. pour servir à l'hist. de Louis de Bourbon Pce de Condé. Col. 1692. ;Memoires Pour Servir À L'Histoire De Louis De Bourbon, Prince De Condé;;Jean de Labrune#129031097;;;;Louis Condé#119292203;;;;Köln#getty1003171;;;1693;8°;Arm. III, (e) 5. rang, in octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;138888922;;;;;;;;;;;;;M: Db 912:1
627;69;87;160;;Hist. d'un voiage fait en la terre du Bresil autrement dite Amerique, par J. de Lery, Gen. 1586. ;Histoire d'vn voyage faict en la terre dv Bresil, avtrement dite Amerique ...;;Jean de Léry#119224089;;;;;;;;Genf#getty7003746;;;1580;8°;Arm. V, (e) 5. rang, in octav.;Geschichte ; Amerika;Druck;fre;GBV;15025430X;Herzog August Bibliothek Wolfenbüttel;M: Gx 218;;;;;;;;;;;M: Gx 218
1388;238;270;[136];;Le Gris-de-Lin. hist. galan tes. Par. 1681. x;Le Gris-De-Lin Histoire Galante, Dediée A Madame La Dauphine;;Jean de Préchac#119164191;;;;;;;;;;;1681;8°;Neben Cabinet;;;Druck;fre;GBV;578167549;;;;;;;;;;;;;
390;44;58;17;;Inventaire general de l'Hist. de France, par J. de Serres, Par. 1618. ;Inventaire General De L'Histoire De France, Depuis Pharamond iusques à present ...;;Jean de Serres#100335993;;;;;;;;Paris#getty7008038;;;1618;2°;Arm. IV, (a) 1. rang, in folio;Geschichte ; Frankreich;Druck;fre;GBV;232447780;Herzog August Bibliothek Wolfenbüttel;M: Gk 2° 67;;;;;;;;;;;M: Gk 2° 67
576;64;82;82;;Relation d'un voiage fait au Levant, par M. Thevenot, Par. 1664. ;Relation d'un voyage fait au Levant ...;;Jean de Thévenot#121201708;;;;;;;;Paris#getty7008038;;;1664;8°;Arm. V, (c) 3. rang in quart.;Geschichte ; Asien;Druck;fre;GBV;151802165;Herzog August Bibliothek Wolfenbüttel;M: Gv 364;;;;;;;;;;;M: Gv 364
626;69;87;155-159;;Voiages de M. Thevenot en Europe Asie et Afrique, Par. 1689. T. I. II. III. IV. V. ;Voyages ... tant en Europe qu'en Asie et en Afrique;;Jean de Thévenot#121201708;;;;;;;;Paris#getty7008038;;;1689;8°;Arm. V, (e) 5. rang, in octav.;Geschichte ; Asien;Druck;fre;GBV;151802211;Herzog August Bibliothek Wolfenbüttel;M: Gv 125;;;;;;;;;;;M: Gv 125:1, M: Gv 125a
836;91;117;85-87;;Cours abregé de la Philo sophie Wolffien?e p. Jean des Champs. Amst. 170. 1743. T. I. II. III. ;Cours Abrégé De La Philosophie Wolffienne;;Jean Des Champs#118933086m;;;;;;;;Amsterdam#getty7006952;;;1743;8°;Arm. VII, (c) 3. rang, in oktav;Literatur ; Neulateinische Literatur;Druck;fre;GBV;150918887;Herzog August Bibliothek Wolfenbüttel;M: Li 9964;;;;;;;;;;;M: Li 9964:1
563;63;81;63;;L'Arriane, de Mr Des Marets. Par. 1643. ;L' Ariane.;;Jean Desmarets#118934791m;;;;;;;;Paris#getty7008038;;;1643;8°;Arm. V, c) 3. rang, in Octav.;;;Druck;fre;GBV;151890161;;;;;;;;;;;;;A: 1.2 Eth., Wa 6169
1356;235;267;[104];;Les visionaires, Comedie. Par. 1701. x;Les Visionnaires;;Jean Desmarets#118934791m;;;;;;;;;;;1701;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;151890358;Herzog August Bibliothek Wolfenbüttel;M: Lm 4389;;;;;;;;;;;M: Lm 4389
250;28;38;221;;Hist. de Mahomet de-Possedé. Amst. 1688. ;Histoire De Mahomet IV. Depossedé.;;Jean Donneau de Visé#100111734m;;;;Mehmed Osmanisches Reich, Sultan#103143556;;;;Amsterdam#getty7006952;;;1688;8°;Arm. II, (g) 7. rang, in octav.;Geschichte ; Asien;Druck;fre;GBV;151916780;Herzog August Bibliothek Wolfenbüttel;M: Gv 976 ;;;;;;;;;;;M: Gv 976 (1)
305;35;47;105;;J. du Tillet, recueil des Rois de France, leur couron?e et maison Par. 1607 [etc] ;Recueil des Roys de France, leurs couronne et maison. Ensemble, le rang des grands de France;;Jean du Tillet#119189348m;;;;;;;;Paris#getty7008038;;;1607;4°;Arm. III, (d) 4. rang, in quarto;;;Druck;fre;GBV;180705067;;;;;;;;;;;;;A: 21.2 Hist.
630;70;88;164;;Nouv. voiage du Levant par le Sr Du Mont, Haie 1694. ;Nouveau Voyage Du Levant, Par le Sieur D. M.;;Jean Dumont#124332269;;;;Guillaume Schuylenburg;;;;Den Haag#getty7006810;;;1694;8°;Arm. V, (e) 5. rang, in octav.;Geschichte ; Asien;Druck;fre;GBV;135186994;;;;;;;;;;;;;M: Gv 134, H: T 51ccc.8° Helmst.
638;71;89;180-183;;Voiages de M. Du Mont en France, Italie, allemagne à Malthe, en Turquie, Haie 1699. T. I. II. III. IV. ;Voyages De Mr. Du Mont, En France, En Italie, En Allemagne, A Malthe, Et En Turquie;;Jean Dumont#124332269;;;;;;;;Den Haag#getty7006810;;;1699;8°;Arm. V, (f) 6. rang, in octav.;Geographie ; Reisebeschreibungen;Druck;fre;GBV;180044419;Herzog August Bibliothek Wolfenbüttel;M: Cc 195;;;;;;;;;;;M: Cc 195:1
349;39;51;172-173;;Hist. de S. Louis. Par. 1688. T. I. II. ;Histoire De S. Louis;;Jean Filleau de la Chaise#129748196;;;;Ludwig IX. Frankreich, König#118729411;;;;Paris#getty7008038;;;1688;8°;Arm. III, (f) 6. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;138743150;Herzog August Bibliothek Wolfenbüttel;M: Gk 1018;;;;;;;;;;;M: Gk 1018:1
369;41;53;208-211;;Memoires du C.al de Retz. Amst. 1719. T. I. II. III. IV. ;Memoires Du Cardinal De Retz;;Jean François Paul de Gondi#118599887m;;;;;;;;Amsterdam#getty7006952;;;1719;8°;Arm. III, (g) 7. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150966768;;;;;;;;;;;ergänzt [gestr. III g n.n.];;M: Lm 3033:1/2
525;57;71;232-235;;Mem. du C.al de Retz pendant les premieres an?ées du regne de Louis XIV. Amst. 1731. T. I. II. III. IV. ;Mémoires du Cardinal de Retz;;Jean François Paul de Gondi#118599887m;;;;;;;;Amsterdam#getty7006952;;;1731;8°;Arm. IV, (g) 7. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150966792;Herzog August Bibliothek Wolfenbüttel;M: Lm 3035;;;;;;;;;;;M: Lm 3035
798;88;114;32;;Oeuvres de M. Sarrasin. Par. 1694. ;Les Oeuvres De Mr. Sarasin;;Jean François Sarrazin#118964380;;;;Gilles Ménage#118783165;... Scudery;Paul Pellisson#123993393;;Paris#getty7008038;;;1694;8°;Arm. VII, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151483299;;;;;;;;;;;;;M: Lm 3282
815;90;116;55;;"Reflexions morales satiriques et comiques sur les moeurs de notre Siele; Liege 1733. ";Reflexions Morales, Satiriques, Et Comiques;;Jean Frédéric Bernard#10007832X;;;;;;;;Lüttich#getty7003460;;;1733;8°;Arm. VII, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150905270;Herzog August Bibliothek Wolfenbüttel;M: Lm 390;;;;;;;;;;;M: Lm 390
1140;121;151;25;;"Reflexions mor. satir. et comiques sur les moeurs de notre Siecle. Amst. 1713. """;Reflexions Morales Satiriques Et Comiques, Sur les MÅ“urs De Notre Siecle;;Jean Frédéric Bernard#10007832X;;;;;;;;Amsterdam#getty7006952;;;1713;8°;Arm. IX, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150905254;Herzog August Bibliothek Wolfenbüttel;M: Lm 388;;;;;;;;;;;M: Lm 388
1152;122;152;42;;Dialogues crit. et philos. par. l'Abbé Charte-Livry. Amst. 1730. ;Dialogues Critiques Et Philosophiques;;Jean Frédéric Bernard#10007832X;;;;;;;;Amsterdam#getty7006952;;;1730;8°;Arm. IX, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150905238;;;;;;;;;;;;;M: Lm 386c
1395;238;270;[145];;Oeuvres de M. Capistron. Amst. 1698. ;Oeuvres de Mr. Capistron;;Jean Galbert de Campistron#11866817Xm;;;;;;;;Amsterdam#getty7006952;;;1698;8°;Neben Cabinet;;;Druck;fre;GBV;277181933;;;;;;;;;;;;;
907;98;124;249;;La Poupée, par M. de Bibiena. Amst. 1748. ;La Poupée;;Jean Galli de Bibiena#100797067;;;;;;;;Amsterdam#getty7006952;;;1748;8°;Arm. VII, (g) 7. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150084897;Herzog August Bibliothek Wolfenbüttel;M: Lm 1532a;;;;;;;;;;;M: Lm 1532a
1304;231;263;[20];;Hist. des Amours de Valerie et du noble Venitien Barbarigo. Laus. 1741. x;Histoire Des Amours De Valerie, Et Du Noble Venitien Barbarigo;;Jean Galli de Bibiena#100797067;;;;;;;;Lausanne#getty7007299;;;1747;8°;Neben Cabinet;;;Druck;fre;GBV;133573966;;;;;;;;;;;;;
611;68;86;126-127;;Suplement, Amst. 1729. T. 1. 11. ;Supplement A L'Histoire Des Guerres Civiles De Flandre Sous Philippe II. Roi D'Espagne, Du Pere Famien Strada, Et D'Autres Auteurs;;Jean Godefroy#172099900m;;;;Jean Dubois#1140787748;Philipp II. Spanien, König#118593862;;;Amsterdam#getty7006952;;;1729;8°;Arm. V, d) 4. rang, in Octav.;Geschichte ; Belgien, Holland;Druck;fre;GBV;186665083;Herzog August Bibliothek Wolfenbüttel;M: Gp 147;;;;;;;;;;;M: Gp 147:1
800;89;115;34;;Traité de l'orgueil. Amst. 1692. ;Traité De L'Orgueil;;Jean la Placette#129609951m;;;;;;;;Amsterdam#getty7006952;;;1692;8°;Arm. VII, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151627789;Herzog August Bibliothek Wolfenbüttel;M: Lm 2065;;;;;;;;;;;M: Lm 2065
255;29;41;6;;Hist. des Connetables Chanceliers Gardes des Sceaux, Marechaux de France, par J. le Feron, contin. par D. Godefroi. Par. 1568. ;Histoire des connestables;;Jean Le Féron#100187994;;;;Denis Godefroy#136921833;;;;Paris#getty7008038;;;1658;2°;Arm. III, (a) 1. rang in folio;Geschichte ; Frankreich;Druck;fre;GBV;216219515;Herzog August Bibliothek Wolfenbüttel;M: Gk 2° 43;;;;;;;;;;;M: Gk 2° 43
274;31;43;59;;Catalogue des Ducset Connetables de France, Par. 1555. ;Catalogve des tresillvstres dvcz et connestables de France, depuis le roy Clotaire premier du nom, iusques à ... Henry deuxieme;;Jean Le Féron#100187994;;;;;;;;Paris#getty7008038;;;1555;4°;Arm. III, c) 3. rang in quarto;Geschichte ; Frankreich;Druck;fre;GBV;216218608;Herzog August Bibliothek Wolfenbüttel;M: Gk 4° 85;;;;;;;;;;;M: Gk 4° 85
205;23;33;134;;Les nouvelles lumieres politi. ques pour le gouvernement des l'Eglise, du l'Evangile nouveau du C.al Pallavicini revelé par lui dans son Hist. du Concile de Trente, Col. 1687. ;Les Nouvelles Lumieres Politiques Pour le Gouvernement de L'Eglise, Ou L'Evangile Nouveau Du Cardinal Palavicin, Révélé par lui dans son Histoire du Concil de Trente;;Jean Le Noir#130151866;;;;;;;;;;;1687;8°;Arm. II, (e) 5. rang in Octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;537146962;Herzog August Bibliothek Wolfenbüttel;Xd 12° 335;;;;;;;;;;;M: Tq 695, Xd 12° 335
55;7;15;142;;Hist de Gustave Adolf et de Charles Gustave R. de Suede. Par. 1694. ;L'Histoire de Gustave Adolphe dit le Grand, et de Charles-Gustave Comte Palatin, Roys de Suéde, et de tout ce qui s'est passé en Allemagne pendant leur vie;;Jean Le Royer de Prade#124781381;;;;Gustav Adolf Schweden, König#118543733;;;;Paris#getty7008038;;;1694;8°;Arm. I, (e) 5. rang, in octav.;Geschichte ; Skandinavien;Druck;fre;GBV;151461465;Herzog August Bibliothek Wolfenbüttel;M: Gs 395;;;;;;;;;;;M: Gs 395
63;8;16;152;;Hist. d.'Emeric Comte de Teckeli. Col. 1694. ;Histoire D'Emeric Comte De Tekeli, Ou Memoires Pour Servir à sa Vie;;Jean Leclerc#119512947m;;;;;;;;;;;1694;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Polen, Ungarn;Druck;fre;GBV;535546033;Herzog August Bibliothek Wolfenbüttel;M: Go 268;;;;;;;;;;;M: Go 268
370;41;53;212;;Hist. de la Paire de France et du Parlement de Paris. Londr. 1740. ;Histoire De La Pairie De France Et Du Parlement De Paris;;Jean Lévesque de Burigny#119418428m;Henri Boulainvilliers#11885674Xm;Jean Le Laboureur#123813719m;;;;;;London#getty7011781;;;1740;8°;Arm. III, (g) 7. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;141546905;Herzog August Bibliothek Wolfenbüttel;M: Gk 1137;;;;;;;;;;;M: Gk 1137
6;2;10;27;;Abregé de l'histoire de ce Siecle de Fer, par J. N. de Parival, Burx. 1658. ;Abregé De L'Histoire De ce Siecle de Fer;;Jean Nicolas de Parival#10023951X;;;;François Vivien#1037550706;;;;Brüssel#getty7007868;;;1655;8°;Arm. I, (b), 2. rang in octav.;Geschichte ; Neuere Geschichte;Druck;fre;GBV;225517736;;;;;;;;;;;;;M: Ge 546:1
618;68;86;136;;Les delices de la Hollande Amst. 1697. ;Les Delices De La Hollande;;Jean Nicolas de Parival#10023951X;;;;;;;;Amsterdam#getty7006952;;;1697;8°;Arm. V, (e) 5. rang, in octav.;Geschichte ; Belgien, Holland;Druck;fre;GBV;139230629;Herzog August Bibliothek Wolfenbüttel;M: Gp 284 ;;;;;;;;;;;M: Gp 284 (1)
60;8;16;147;;Etat present des differend. nouveaux Survenus entre le Roi de Danemanc et le Duc de Holstein Gottorp. ;L'État présent des differens nouvellement survenus entre le Roi de Danemark et le Duc de Holstein-Gotorf;;Jean Payen de La Fouleresse#128643358;;;;;;;;Amsterdam#getty7006952;;;1697;8°;Arm. I, (e) 5. rang, in octav.;Geschichte ; Skandinavien;Druck;fre;GBV;150249314;Herzog August Bibliothek Wolfenbüttel;M: Gs 227;;;;;;;;;;;M: Gs 227 (1), M: Gs 228 (2)
1284;229;261;[21-22];;"Oeuvres de Racine. Par. 1713. T. I. II. """;Œuvres;;Jean Racine#118597523m;;;;;;;;Paris#getty7008038;;;1713;8°;Neben Cabinet;;;Druck;fre;GBV;319511952;;;;;;;;;;;;;
950;103;131;32-33;;Oeuvres diverses de Mr de Segrais. Amst. 1723. T. I. II. ;Oeuvres Diverses De Mr. De Segrais;;Jean Regnault de Segrais#118796046m;;;;;;;;Amsterdam#getty7006952;;;1723;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150982615;;;;;;;;;;;;;M: Lm 3380
1374;237;269;[122];;Zaide, hist. Espagn. par M. de Segrais. Amst. 1715. x;Zayde;;Jean Regnault de Segrais#118796046m;Madame de  Lafayette#118725939f;;;;;;;Amsterdam#getty7006952;;;1715;8°;Neben Cabinet;;;Druck;fre;GBV;267760051;;;;;;;;;;;;;
223;25;35;172;;Hist. du C.al Alberoni, par J. R. Haie 1719. ;Histoire Du Cardinal Alberoni, Depuis sa Naissance jusqu'au commencement de l'année 1719;;Jean Rousset de Missy#119145936;;;;Comte'... B***;Giulio Alberoni#118644262;;;Den Haag#getty7006810;;;1719;8°;Arm. II, (f) 6. rang, in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;23009791X;;;;;;;;;;;;;M: Db 40, M: Gi 105 (1)
226;26;36;177;;Hist. de la cour de Madrid dés l'avenement du R. Philippe V. Col. 1719. ;"Histoire Publique, Et Secréte De la Cour De Madrid; Dés l'avénement du Roi Philippe V. à la Couronne";;Jean Rousset de Missy#119145936;;;;;;;;Köln#getty1003171;;;1719;8°;Arm. II, (f) 6. rang, in Octav.;Geschichte ; Spanien und Portugal;Druck;fre;GBV;15077771X;;;;;;;;;;;;;M: Gi 106, M: Gi 105 (2)
233;26;36;186;;Memoires du regne de Catherine Imp. de la Russie. Haie 1728. ;Memoires Du Regne De Catherine Imperatrice & Souveraine de toute la Russie &c. &c. &c.;;Jean Rousset de Missy#119145936;;;;Katharina Russland, Zarin;Iak. Houbraken;;;Den Haag#getty7006810;;;1728;8°;Arm. II, (g) 7. rang, in octav.;Geschichte ; Rußland;Druck;fre;GBV;150777728;;;;;;;;;;;;;M: Gu 254
235;27;37;188-191;;Mem. du regne de Pierre le Grand, par le B. Iwan Nestesuranoi Haie 1725. T. I. II. III. IV. ;Memoires Du Regne De Pierre Le Grand, Empereur de Russie, Pére de la Patrie &c. &c. &c.;;Jean Rousset de Missy#119145936;;;;Peter Russland, Zar#118592955;;;;Den Haag#getty7006810;;;1725;8°;Arm. II, (g) 7. rang, in octav.;Geschichte ; Rußland;Druck;fre;GBV;150777736;;;;;;;;;;;;;M: Gu 448, Schulenb. B 116:1
80;10;18;175;;Le Cittadin de Geneve, ou reponse au Cavalier de Sauoie. Par. 1706. ;Le Citadin De Geneve. Ov Response Av Cavalier de Sauoye ...;;Jean Sarasin#1055661247m;;;;;;;;Paris#getty7008038;;;1606;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Schweiz;Druck;fre;GBV;230580998;Herzog August Bibliothek Wolfenbüttel;M: Gq 143;;;;;;;;;;;M: Gq 143, A: 484.13 Hist., Xd 8° 141 (1)
445;49;63;115;;Lettres du C. d'Avaux. 1684. ;Copie de la lettre de Monsieur d'Avaux, an Roy Tres-Chrestien, a la Haye le 9. Jan. 1864. comme elle a esté envoye aux Membres de l'Estat;;Jean-Antoine d'Avaux#120804727m;;;;;;;;;;;1684;4°;Arm. IV, (d) 4. rang, in Quarto;Geschichte ; Belgien, Holland;Druck;fre;GBV;149972482;Herzog August Bibliothek Wolfenbüttel;M: Gp 427 ;;;;;;;;;;;M: Gp 427 (1)
1198;126;156;89;;Recueil de poesies diverses par du Cerceau, Par. 1720. ;Recueil De Poësies Diverses;;Jean-Antoine du Cerceau#121613763;;;;... Houdart de La Motte;;;;Paris#getty7008038;;;1720;8°;Arm. IX, (d) 4. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151569169;Herzog August Bibliothek Wolfenbüttel;M: Lm 1172;;;;;;;;;;;M: Lm 1172
74;10;18;167;;Conjuration de N. Gabrini dit de Rienzi, Tiran de Rome 1747. par le P. du Cerceau, Amst. 1734. ;Conjuration De Nicolas Gabrini Dit De Rienzi, Tyran De Rome En MCCCXLVII.;;Jean-Antoine du Cerceau#121613763;Pierre Brumoy#132900122m;;;Joseph Courbeville#1055125876;;;;Amsterdam#getty7006952;;;1734;8°;Arm. I, (f) 6. rang, in octavo;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;180029894;Herzog August Bibliothek Wolfenbüttel;M: Db 3787;;;;;;;;;;;M: Db 3787
858;94;120;147-150;;Lecons de physique experimentale, par l'Abbé Nolet, . T. I. II. III. IV. ;Leçons De Physique Expérimentale;;Jean-Antoine Nollet#119027275m;;;;;;;;Amsterdam#getty7006952;;;1745;8°;Arm. VII, (e) 5. rang, in Octav.;Naturwissenschaften ; Physik;Druck;fre;GBV;150160704;Herzog August Bibliothek Wolfenbüttel;M: Nc 301;;;;;;;;;;;M: Nc 301:1
264;30;42;24-25;;Nouvelle descr. des Chateaux et Parcs de Versailles et de Marli, par Piganiol de la Force, Par. 1713. T. I. II. ;"Nouvelle Description Des Chasteaux Et Parcs De Versailles Et De Marly: Contenant Une Explication Historique de toutes les Peintures, Tableaux, Statuës, Vases & Ornemens qui s'y voyent; leurs dimensions; & les noms des Peintres, des Sculpteurs & des Graveurs qui les ont faits. Enrichie de plusieurs Figures en Taille douce ...";;Jean-Aymar Piganiol de La Force#124804160;;;;;;;;Paris#getty7008038;;;1713;8°;Arm. III, (b) 2. rang in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;226234762;Herzog August Bibliothek Wolfenbüttel;M: Gk 1570;;;;;;;;;;;M: Gk 1570:1
363;41;53;200;;Apologie pour les Chartreux, au sujet de la Constitut. Unigenitus. Amst. 1725. ;Apologie pour les chartreux, que la persécution eccitee contre eux au sujet de la bulle Unigenitus a obligés de sortit de leurs monastéres.;;Jean-Baptiste Cadry#100437729;;;;;;;;Amsterdam#getty7006952;;;1725;8°;Arm. III, (g) 7. rang, in Octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;150892861;Herzog August Bibliothek Wolfenbüttel;M: Tq 211;;;;;;;;;;;M: Tq 211
468;52;66;148;;Testament politique de J. B. Colbert. Haie 1693. ;Testament Politique De Messire Jean Bapiste Colbert, Ministre [et] Secretaire d'Etat;;Jean-Baptiste Colbert#118521470m;;;;;;;;Den Haag#getty7006810;;;1693;8°;Arm. IV, (e) 5. rang, in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;164348964;;;;;;;;;;;;;M: Db 890
978;105;133;65;;La geographie ancien?e moderne et historique, Par. 1689. T. I. ;La geographie ancienne, moderne et historique;;Jean-Baptiste d'Audiffret#17326302X;;;;;;;;Paris#getty7008038;;;1689;4°;Arm. VIII, (c) 3. rang, in Quarto.;Geographie ; Handbücher etc.;Druck;fre;GBV;151259216;Herzog August Bibliothek Wolfenbüttel;M: Ca 4° 1;;;;;;;;;;;M: Ca 4°  1
1072;114;142;186-191;;Lettres Juifes, Amst. 1736. T. I. II. III. IV. V. VI. ;Lettres juives ou correspondance philosophique, historique et critique entre un juif voyageur à Paris & ses correspondans en divers endroits;;Jean-Baptiste de Boyer, Marquis d'Argens#11865005Xm;;;;;;;;Amsterdam#getty7006952;;;1736;8°;Arm. VIII, (f) 6. rang, in Oct.;Literatur ; Französische Literatur;Druck;fre;GBV;150823584;;;;;;;;;;;;;M: Lm 131:1
1073;114;142;192-194;;Lettres Caballistiques, Haie T. I. III. IV. ;Lettres Cabalistiques, Ou Correspondance Philosophique, Historique, Et Critique, Entre deux Cabalistes, divers Esprits Élémentaires, & le Seigneur Astaroth;;Jean-Baptiste de Boyer, Marquis d'Argens#11865005Xm;;;;Astaroth#128577290;;;;Den Haag#getty7006810;;;1737;8°;Arm. VIII, (f) 6. rang, in Oct.;Literatur ; Französische Literatur;Druck;fre;GBV;150823290;;;;;;;;;;;;;M: Lm 126
1074;114;142;195-198;;Lettres Chinoises. Haie 1739 T. I. II. III. IV. ;Lettres Chinoises, Ou Correspondance Philosophique, Historique Et Critique, Entre un Chinois Voyageur à Paris & ses Correspondans à la Chine, en Moscovie, en Perse & au Japon;;Jean-Baptiste de Boyer, Marquis d'Argens#11865005Xm;;;;;;;;Den Haag#getty7006810;;;1739;8°;Arm. VIII, (f) 6. rang, in Oct.;Literatur ; Französische Literatur;Druck;fre;GBV;150823460;;;;;;;;;;;;;M: Lm 129
67;9;17;159;;L'etat actuel de la Pologne, Col. 1702. ;L'État Actuel De La Pologne;;Jean-Baptiste de Chévremont#173014488;;;;Jacques Bouteux#103760654X;;;;Köln#getty1003171;;;1702;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Polen, Ungarn;Druck;fre;GBV;150784449;Herzog August Bibliothek Wolfenbüttel;M: Go 222;;;;;;;;;;;M: Go 222, Schulenb. Gp 15
1205;127;157;98;;Santeuillana, ou les bons mot de M. de Santeuil. Haie 1708. ;Santeuilliana ou Les bons mots de Santeuil. Avec un abregé de sa vie;;Jean-Baptiste de Santeul#124417957m;;;;P. A. Pinel de La Martelière#101941773;;;;Den Haag#getty7006810;;;1708;8°;Arm. IX, (d) 4. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151482861;Herzog August Bibliothek Wolfenbüttel;M: Lm 3281;;;;;;;;;;;M: Lm 3281
